filename,text,valence,arousal,dominance,delta_valence,delta_arousal,delta_dominance
0255_R.wav,(F うーん)(F まー)ヨゼフは考えてませんけど,0.69,0.63,0.62,0.31999999999999995,0.12,0.05999999999999994
0257_R.wav,<笑>,0.88,0.75,0.71,0.19000000000000006,0.12,0.08999999999999997
0259_R.wav,(F うーん),0.26,0.05,0.11,0.62,0.7,0.6
0260_R.wav,(F う)そうですね,0.38,0.42,0.37,0.12,0.37,0.26
0261_R.wav,(F ん)だから今日も送っていった後に来てそれで京浜東北線で(D ぬ)ずっと来たからあんな時間になったんですけど,0.68,0.56,0.56,0.30000000000000004,0.14000000000000007,0.19000000000000006
0264_R.wav,<息>,0.66,0.68,0.62,0.020000000000000018,0.12,0.05999999999999994
0266_R.wav,幼稚園は九時からです,0.62,0.4,0.45,0.040000000000000036,0.28,0.16999999999999998
0268_R.wav,(F うーん),0.31,0.02,0.11,0.31,0.38,0.34
0269_R.wav,んでまたお迎えが早いんですよ,0.65,0.55,0.48,0.34,0.53,0.37
0271_R.wav,<笑>,0.73,0.66,0.63,0.07999999999999996,0.10999999999999999,0.15000000000000002
0273_R.wav,だから今日なんかはもうお婆ちゃんに(D 頼ん)(D おむか)(F あ),0.47,0.52,0.5,0.26,0.14,0.13
0275_R.wav,頼んだりするんですけど,0.47,0.28,0.33,0.0,0.24,0.16999999999999998
0277_R.wav,一緒ではないんですけど(F まー)徒歩(D ある)(F ん)徒歩二分,0.6,0.48,0.49,0.13,0.19999999999999996,0.15999999999999998
0279_R.wav,ぐらいの,0.63,0.5,0.54,0.030000000000000027,0.020000000000000018,0.050000000000000044
0281_R.wav,距離です,0.33,0.41,0.46,0.3,0.09000000000000002,0.08000000000000002
0284_R.wav,そうですね(F まー)やっぱり(D た)楽しい大変だけど(F ま)楽しいですね,0.59,0.55,0.55,0.25999999999999995,0.14000000000000007,0.09000000000000002
0287_R.wav,(F うーん),0.36,0.11,0.18,0.22999999999999998,0.44000000000000006,0.37000000000000005
0288_R.wav,(F うーん)やっぱり一番目男の子っていうのは大変らしいですね,0.69,0.56,0.54,0.32999999999999996,0.45000000000000007,0.36000000000000004
0290_R.wav,(F うーん),0.35,0.04,0.11,0.33999999999999997,0.52,0.43000000000000005
0291_R.wav,(F い)何かと今のとこ一人です(F はい),0.45,0.48,0.49,0.10000000000000003,0.44,0.38
0294_R.wav,(F ふーん),0.33,0.16,0.21,0.12,0.31999999999999995,0.28
0296_R.wav,(F あー),0.34,0.23,0.27,0.010000000000000009,0.07,0.060000000000000026
0298_R.wav,そう(F あ)いや(F えーと)(F うん)男の(D2 お)お子さんですよね,0.49,0.29,0.33,0.14999999999999997,0.05999999999999997,0.06
0302_R.wav,(F うーん),0.31,0.12,0.18,0.18,0.16999999999999998,0.15000000000000002
0303_R.wav,(D す)(F うーん)やっぱり違うみたいですね,0.45,0.37,0.42,0.14,0.25,0.24
0305_R.wav,(F うーん),0.27,-0.0,0.1,0.18,0.37,0.31999999999999995
0309_R.wav,(F あー),0.35,0.34,0.37,0.07999999999999996,0.34,0.27
0311_R.wav,(F あー),0.43,0.38,0.32,0.08000000000000002,0.03999999999999998,0.04999999999999999
0313_R.wav,<笑>,0.91,0.73,0.71,0.48000000000000004,0.35,0.38999999999999996
0315_R.wav,<笑>,0.89,0.75,0.72,0.020000000000000018,0.020000000000000018,0.010000000000000009
0319_R.wav,(F うーん),0.31,0.08,0.15,0.5800000000000001,0.67,0.57
0321_R.wav,そうですねやっぱり初めはなかなか夜寝られないこと<FV>,0.69,0.55,0.54,0.37999999999999995,0.47000000000000003,0.39
0324_R.wav,もう本当万年睡眠不足状態,0.2,0.25,0.35,0.48999999999999994,0.30000000000000004,0.19000000000000006
0326_R.wav,後やっぱり(F うーん)(?)これを語り出すともう大変なんですけどやっぱりおしゅうとめさん達との,0.61,0.6,0.57,0.41,0.35,0.21999999999999997
0329_R.wav,やっぱり関係がやっぱり大変ですね,0.43,0.54,0.53,0.18,0.05999999999999994,0.039999999999999925
0330_R.wav,(F うーん),0.31,0.09,0.1,0.12,0.45000000000000007,0.43000000000000005
0331_R.wav,<笑>,0.86,0.71,0.69,0.55,0.62,0.59
0333_R.wav,記録に残ってしまった,0.63,0.63,0.62,0.22999999999999998,0.07999999999999996,0.06999999999999995
0335_R.wav,<笑>,0.95,0.8,0.77,0.31999999999999995,0.17000000000000004,0.15000000000000002
0336_R.wav,<笑>,0.88,0.77,0.73,0.06999999999999995,0.030000000000000027,0.040000000000000036
0338_R.wav,(F うーん)やっぱり向こうは向こうなりの子育てのやっぱりやり方もあるし,0.54,0.52,0.55,0.33999999999999997,0.25,0.17999999999999994
0340_R.wav,それでやっぱり,0.58,0.44,0.47,0.039999999999999925,0.08000000000000002,0.08000000000000007
0341_R.wav,(F うーん),0.42,0.31,0.33,0.15999999999999998,0.13,0.13999999999999996
0342_R.wav,(F んー)私も(D 地ほ)地方から出てきたと言うかやっぱり(F ま)文化が違うと言えば違うところだしそういうところの,0.58,0.51,0.5,0.15999999999999998,0.2,0.16999999999999998
0346_R.wav,(F うーん),0.35,0.12,0.2,0.22999999999999998,0.39,0.3
0347_R.wav,その辺がやっぱり大変かなと,0.35,0.29,0.31,0.0,0.16999999999999998,0.10999999999999999
0348_R.wav,<笑>,0.81,0.64,0.62,0.4600000000000001,0.35000000000000003,0.31
0350_R.wav,そうなんですよね(F うーん),0.44,0.33,0.4,0.37000000000000005,0.31,0.21999999999999997
0353_R.wav,だから,0.49,0.38,0.4,0.04999999999999999,0.04999999999999999,0.0
0354_R.wav,(D ほん)(F んー),0.31,0.26,0.21,0.18,0.12,0.19000000000000003
0355_R.wav,だから幼稚園,0.61,0.57,0.52,0.3,0.30999999999999994,0.31000000000000005
0356_R.wav,っていうのも本当は<FV>保育園に入ってしまえばもっと<FV>(F あのー),0.59,0.42,0.44,0.020000000000000018,0.14999999999999997,0.08000000000000002
0359_R.wav,働く父母の方が楽なんですけどもやっぱりその辺は,0.67,0.56,0.56,0.08000000000000007,0.14000000000000007,0.12000000000000005
0362_R.wav,幼稚園の方がいいというそれもあるんですけどね,0.6,0.45,0.5,0.07000000000000006,0.11000000000000004,0.06000000000000005
0363_R.wav,幼稚園に入ってるのは,0.45,0.32,0.38,0.14999999999999997,0.13,0.12
0365_R.wav,(F ま)それはそれで,0.52,0.55,0.52,0.07,0.23000000000000004,0.14
0366_R.wav,(F まー)お婆ちゃんも頑張ってくれてるからそれはそれで,0.49,0.5,0.52,0.030000000000000027,0.050000000000000044,0.0
0368_R.wav,いいんですけれども,0.31,0.25,0.32,0.18,0.25,0.2
0369_R.wav,(F ええ)(F ええ),0.43,0.21,0.25,0.12,0.04000000000000001,0.07
0371_R.wav,大変ですねやっぱりその辺が,0.44,0.42,0.48,0.010000000000000009,0.21,0.22999999999999998
0373_R.wav,小学校に行ったら楽になるのかでも(D き)小学校でも早く帰ってきちゃいますからね,0.7,0.42,0.45,0.25999999999999995,0.0,0.02999999999999997
0375_R.wav,<笑>,0.98,0.81,0.77,0.28,0.39000000000000007,0.32
0376_R.wav,<笑>,0.36,0.5,0.37,0.62,0.31000000000000005,0.4
0378_R.wav,(F うーん)きっと多分,0.43,0.23,0.32,0.07,0.27,0.04999999999999999
0379_R.wav,(F うーん),0.32,0.08,0.16,0.10999999999999999,0.15000000000000002,0.16
0384_R.wav,(F うーん)だといいんですけど,0.48,0.25,0.33,0.15999999999999998,0.16999999999999998,0.17
0386_R.wav,<笑>,0.79,0.64,0.62,0.31000000000000005,0.39,0.29
0388_R.wav,(F あー)(F あー)やっぱり(F その)赤ちゃん見てるとですよね,0.47,0.47,0.5,0.32000000000000006,0.17000000000000004,0.12
0390_R.wav,そうですよねだからあたしも,0.7,0.56,0.57,0.22999999999999998,0.09000000000000008,0.06999999999999995
0391_R.wav,今(F そのー)(F ん)実験でも赤ちゃん(D あつ),0.42,0.47,0.51,0.27999999999999997,0.09000000000000008,0.05999999999999994
0392_R.wav,扱ってるって言うか触ったり(D し),0.56,0.48,0.48,0.14000000000000007,0.010000000000000009,0.030000000000000027
0394_R.wav,(D (? す))抱っこしたりしてますけど,0.31,0.33,0.39,0.25000000000000006,0.14999999999999997,0.08999999999999997
0396_R.wav,やっぱり昔は多分こんな赤ちゃん抱っこしても,0.43,0.41,0.45,0.12,0.07999999999999996,0.06
0397_R.wav,嬉しく思わなかっただろうなって言うかやっぱり,0.35,0.36,0.4,0.08000000000000002,0.04999999999999999,0.04999999999999999
0399_R.wav,赤ちゃんを触れるだけで幸せみたいなとこがありますからね本当に,0.85,0.63,0.63,0.5,0.27,0.22999999999999998
0401_R.wav,(F うーん),0.34,0.13,0.19,0.51,0.5,0.44
0402_R.wav,<笑>,0.92,0.78,0.76,0.5800000000000001,0.65,0.5700000000000001
0404_R.wav,そうなんですよ(D お),0.3,0.1,0.21,0.6200000000000001,0.68,0.55
0406_R.wav,だから(F まー),0.41,0.43,0.46,0.10999999999999999,0.32999999999999996,0.25
0407_R.wav,今の本当に仕事の上でも本当にそういう(D (? し))子育てをしたことが,0.52,0.42,0.46,0.11000000000000004,0.010000000000000009,0.0
0408_R.wav,(F まー)結局は役に立っているからいいんですけどもね,0.46,0.5,0.48,0.06,0.08000000000000002,0.019999999999999962
0411_R.wav,(F まー)(D (? あ)),0.45,0.43,0.38,0.010000000000000009,0.07,0.09999999999999998
0413_R.wav,そう(D なっ)なってるんでしょうかね,0.38,0.59,0.56,0.07,0.15999999999999998,0.18000000000000005
0416_R.wav,(F うーん),0.38,0.23,0.28,0.0,0.36,0.28
0418_R.wav,(F うーん),0.34,0.13,0.18,0.03999999999999998,0.1,0.10000000000000003
0421_R.wav,<笑>,0.92,0.82,0.77,0.5800000000000001,0.69,0.5900000000000001
0423_R.wav,そうそう,0.78,0.69,0.64,0.14,0.13,0.13
0424_R.wav,<笑>,0.8,0.75,0.68,0.020000000000000018,0.06000000000000005,0.040000000000000036
0426_R.wav,そうそうそうそうそうそう,0.57,0.61,0.52,0.2300000000000001,0.14,0.16000000000000003
0428_R.wav,けど結局(F ま)半年一年たってから(D ひ)(F まー)結局二人で引っ越したんですけどね結局は(F そのー)博士課程にいる間も一緒に暮らして(F ん)広いところで,0.55,0.66,0.61,0.019999999999999907,0.050000000000000044,0.08999999999999997
0432_R.wav,(F まー)そうですね,0.35,0.54,0.54,0.20000000000000007,0.12,0.06999999999999995
0433_R.wav,(F ま)近くにいればいたで喧嘩もするんですけどね,0.43,0.51,0.55,0.08000000000000002,0.030000000000000027,0.010000000000000009
0436_R.wav,<笑>,0.7,0.63,0.58,0.26999999999999996,0.12,0.029999999999999916
0437_R.wav,女二人の兄弟っていうのは,0.75,0.63,0.62,0.050000000000000044,0.0,0.040000000000000036
0440_R.wav,<笑>,0.68,0.55,0.5,0.06999999999999995,0.07999999999999996,0.12
0443_R.wav,そうなんです離れてればうまく行くんですよ,0.58,0.67,0.66,0.10000000000000009,0.12,0.16000000000000003
0446_R.wav,そうなんですよ,0.46,0.25,0.34,0.11999999999999994,0.42000000000000004,0.32
0451_R.wav,(F んー)あたしも何かあんまりもうはっきり覚えていないんですけど(A ジーマット;ＧＭＡＴ)は確かあれですよね(F その)法律(F あのー)(A エムビーエー;ＭＢＡ)の方ですよね確か,0.52,0.49,0.51,0.06,0.24,0.16999999999999998
0453_R.wav,確か,0.53,0.33,0.38,0.010000000000000009,0.15999999999999998,0.13
0454_R.wav,(F うーん),0.26,0.07,0.15,0.27,0.26,0.23
0456_R.wav,要するに何か,0.2,0.65,0.63,0.06,0.5800000000000001,0.48
0457_R.wav,単純な,0.34,0.36,0.35,0.14,0.29000000000000004,0.28
0458_R.wav,(F えーとー),0.26,-0.0,0.07,0.08000000000000002,0.36,0.27999999999999997
0459_R.wav,大学入る時も何かありますよね何でしたっけ名前忘れたけど,0.3,0.56,0.58,0.03999999999999998,0.56,0.51
0460_R.wav,何かそういう(A ジーアールイー;ＧＲＥ)みたいな一般的なテストがあってそれこっちの(A ジーアールイー;ＧＲＥ)大学院版で,0.52,0.38,0.41,0.22000000000000003,0.18000000000000005,0.16999999999999998
0463_R.wav,けど本当(F その)(F ん)全米二位とか言っても,0.54,0.51,0.53,0.020000000000000018,0.13,0.12000000000000005
0465_R.wav,(F あのー)多分二位が何人いるかっていう感じですし,0.64,0.51,0.54,0.09999999999999998,0.0,0.010000000000000009
0466_R.wav,それにわりと本当算数とか数学とかできないじゃないですかあっちの方の(F うーん)だから多分その辺で多分日本人はみんなこれは,0.58,0.61,0.56,0.06000000000000005,0.09999999999999998,0.020000000000000018
0470_R.wav,(F うーん),0.4,0.09,0.2,0.17999999999999994,0.52,0.36000000000000004
0474_R.wav,(F はい),0.4,0.41,0.42,0.0,0.31999999999999995,0.21999999999999997
0475_R.wav,幾つあったかな,0.4,0.29,0.32,0.0,0.12,0.09999999999999998
0476_R.wav,<FV>要するに(F その)あたしが探した,0.52,0.46,0.47,0.12,0.17000000000000004,0.14999999999999997
0477_R.wav,エイジアン(D ア),0.46,0.2,0.31,0.06,0.26,0.15999999999999998
0478_R.wav,(F んー)ランゲージ・アンド・リテラチャー,0.41,0.1,0.2,0.050000000000000044,0.1,0.10999999999999999
0480_R.wav,みたいな(D ぶ)学部,0.48,0.23,0.32,0.07,0.13,0.12
0481_R.wav,幾つ探したかな,0.17,0.07,0.18,0.30999999999999994,0.16,0.14
0483_R.wav,やっぱり西,0.43,0.6,0.61,0.26,0.53,0.43
0484_R.wav,と後ハワイ,0.61,0.55,0.55,0.18,0.04999999999999993,0.05999999999999994
0486_R.wav,にあったりしましたね,0.39,0.25,0.31,0.21999999999999997,0.30000000000000004,0.24000000000000005
0488_R.wav,(F うーん),0.36,0.12,0.21,0.030000000000000027,0.13,0.1
0490_R.wav,(F あ)(F ええ)<FV>,0.46,0.44,0.39,0.10000000000000003,0.32,0.18000000000000002
0492_R.wav,そうなんですよあそこがやっぱり一番(F その)あたしのアドバイザーもそこの出身だったりしたんで,0.38,0.32,0.41,0.08000000000000002,0.12,0.019999999999999962
0494_R.wav,(F うーん),0.34,0.12,0.18,0.03999999999999998,0.2,0.22999999999999998
0496_R.wav,五つも応募したかな(D し)五つしたかしないかぐらいですね,0.35,0.44,0.5,0.009999999999999953,0.32,0.32
0498_R.wav,もうけど,0.32,0.33,0.39,0.02999999999999997,0.10999999999999999,0.10999999999999999
0499_R.wav,ことごとくもう郵便ポストを覗くのが怖い,0.7,0.57,0.56,0.37999999999999995,0.23999999999999994,0.17000000000000004
0503_R.wav,<笑>,0.63,0.71,0.57,0.06999999999999995,0.14,0.009999999999999898
0508_R.wav,(F あー)そうですか,0.52,0.41,0.42,0.10999999999999999,0.3,0.14999999999999997
0510_R.wav,(F いや)特に(F その)交換留学もなかったですねどっちかとその(D ユ)(D ユ)(A ユーシー;ＵＣ)の方に多かったですね交換留学は(F うーん),0.59,0.43,0.47,0.06999999999999995,0.020000000000000018,0.04999999999999999
0517_R.wav,(F はい),0.37,0.46,0.42,0.21999999999999997,0.030000000000000027,0.04999999999999999
0518_R.wav,(F あ)そうですね,0.41,0.31,0.34,0.03999999999999998,0.15000000000000002,0.07999999999999996
0520_R.wav,(F はい),0.33,0.38,0.36,0.07999999999999996,0.07,0.019999999999999962
0522_R.wav,ありがとうございました,0.34,0.4,0.4,0.010000000000000009,0.020000000000000018,0.040000000000000036
